Tweet,FINAL LABEL,Tweet_Preprocess,Tweet_New
alarm nya dah upgrade w males daring sebenernya biasanya puasa gini suka bangun jam 10 ðŸ¥¹ https://t.co/q9Q5dFU2ji,-1.0,"['alarm', 'nya', 'dah', 'upgrade', 'w', 'males', 'daring', 'sebenernya', 'puasa', 'gin', 'suka', 'bangun', 'jam', '']",alarm nya dah upgrade w males daring sebenernya puasa gin suka bangun jam
"@qGasai iya, daring",0.0,"['iya', 'daring']",iya daring
@xoxochaell semangat daring/tatap muka?,0.0,"['semangat', 'daringtatap', 'muka']",semangat daringtatap muka
"@henderypages semangat, tatap muka/daring?",0.0,"['semangat', 'tatap', 'mukadaring']",semangat tatap mukadaring
@ksnoofoxies untung gwe hari ini daring ðŸ˜»,1.0,"['untung', 'gwe', 'daring', '', '']",untung gwe daring
"@seoulcanada nggak, daring tapi pengen mandi pagi. KALO GAK MANDI BAWAANNYA MAGERRR. 2 hari aku gak belajar samsek, cuma nugas. NyeselðŸ˜”",-1.0,"['nggak', 'daring', 'ken', 'mandi', 'pagi', 'kalo', 'gak', 'mandi', 'bawa', 'magerrr', 'gak', 'ajar', 'samsek', 'nugas', 'nyesel', '']",nggak daring ken mandi pagi kalo gak mandi bawa magerrr gak ajar samsek nugas nyesel
@m00sth3re w ternyta msukkj tpi daringðŸ˜”ðŸ¤Ÿ,0.0,"['w', 'ternyta', 'msukkj', 'tpi', 'daring', '', '']",w ternyta msukkj tpi daring
Kemendagri meminta pemda mempercepat pengelolaan katalog elektronik lokal (e-katalog) dan toko daring. #E-Katalog https://t.co/L3oUGVz41w,0.0,"['kemendagri', 'pemda', 'cepat', 'kelola', 'katalog', 'elektronik', 'lokal', 'ekatalog', 'toko', 'daring', 'katalog']",kemendagri pemda cepat kelola katalog elektronik lokal ekatalog toko daring katalog
@xhcnie buat us kls 12 jd yg lain daring sksksk ðŸ˜‡ðŸ˜‡ðŸ™,0.0,"['us', 'kls', 'jd', 'yg', 'daring', 'sksksk', '']",us kls jd yg daring sksksk
"@sbmptnfess Enak pas daring hampir ga pernah on cam selama kelas berlangsung tp ada 1-2 dosen yg nyuruh kebanyakan engga, terus lumayan santuy, mahasiswanya pada ambis dan pinter2 membuat aku kdg merasa paling bodoh di kelas ðŸ¥²",1.0,"['enak', 'pas', 'daring', 'ga', 'on', 'cam', 'kelas', 'tp', 'dosen', 'yg', 'nyuruh', 'banyak', 'engga', 'lumayan', 'santuy', 'mahasiswa', 'ambis', 'pinter', 'kdg', 'bodoh', 'kelas', '']",enak pas daring ga on cam kelas tp dosen yg nyuruh banyak engga lumayan santuy mahasiswa ambis pinter kdg bodoh kelas
@asahifkui daring euy,0.0,"['daring', 'euy']",daring euy
@Jnhooni LAHHH ANJRITTT W TERNYATA HARI ENIH DAHHH MSUKK TPI CUMA DARINGðŸ˜­ðŸ˜­,-1.0,"['lahhh', 'anjrittt', 'w', 'enih', 'dahhh', 'msukk', 'tpi', 'daring']",lahhh anjrittt w enih dahhh msukk tpi daring
"@n7chills Daring.. sekolah ku kejauhan ðŸ˜­ðŸ‘ðŸ»
Mangattt km &lt;3",1.0,"['daring', 'sekolah', 'ku', 'jauh', '', '', '', '', 'mangattt', 'km', 'lt']",daring sekolah ku jauh mangattt km lt
"@onyoursaa_ udah, tapi daring",0.0,"['udah', 'daring']",udah daring
"@n7chills daring, anw semangat ingyah ðŸ˜»",1.0,"['daring', 'anw', 'semangat', 'ingyah', '', '']",daring anw semangat ingyah
@__cutesthoonie ko bisa masi daring,0.0,"['cutesthoonie', 'ko', 'mas', 'daring']",cutesthoonie ko mas daring
semoga ga ketiduran soalnya hari ini mulai daring lg,0.0,"['moga', 'ga', 'tidur', 'daring', 'lg']",moga ga tidur daring lg
@n7chills daring.. semangat kamu!âœ¨,0.0,"['daring', 'semangat', 'kamu']",daring semangat kamu
"sekolah daring/luring?

me : luring, aku gaoaoa",0.0,"['sekolah', 'daringluring', 'me', 'luring', 'gaoaoa']",sekolah daringluring me luring gaoaoa
@xhcnie Skul gua daring jd ngerasanya kea libur ðŸš¶ðŸš¶,-1.0,"['skul', 'gua', 'daring', 'jd', 'ngerasanya', 'kea', 'libur', '']",skul gua daring jd ngerasanya kea libur
Puasa gini berharap bgt daring lg belajar nya,1.0,"['puasa', 'gin', 'harap', 'bgt', 'daring', 'lg', 'ajar', 'nya']",puasa gin harap bgt daring lg ajar nya
@Askrlfess wa ig line twitter tiktok buat liat video konyol wkwkwkwk sama paling aplikasi buat daring. gatau nanti kalo udh gak daring xixixix,0.0,"['wa', 'ig', 'line', 'twitter', 'tiktok', 'liat', 'video', 'konyol', 'wkwkwkwk', 'aplikasi', 'daring', 'gatau', 'kalo', 'udh', 'gak', 'daring', 'xixixix']",wa ig line twitter tiktok liat video konyol wkwkwkwk aplikasi daring gatau kalo udh gak daring xixixix
"sch! Bulan puasa sekolah kalian ptm atau daring? sender ptm dong hueeeðŸ˜©

âœ„ãƒ»ãƒ»ãƒ»
ðŸ§ Trivia: Seni rupa 3 dimensi adalah karya yang memiliki dimensi panjang, dimensi lebar dan dimensi tinggi",0.0,"['sch', 'puasa', 'sekolah', 'ptm', 'daring', 'sender', 'ptm', 'hueee', '', '', '', '', '', '', '', 'trivia', 'seni', 'rupa', 'dimensi', 'karya', 'milik', 'dimensi', 'dimensi', 'lebar', 'dimensi']",sch puasa sekolah ptm daring sender ptm hueee trivia seni rupa dimensi karya milik dimensi dimensi lebar dimensi
"#Repost @kpu_ri 
â€”â€”
#TemanPemilih Ketua KPU RI Ilham Saputra bersama Anggota KPU RI Viryan dan secara daring Evi Novida Ginting Manik hadir dalam Sosialisasi dan Pemaparan Aplikasi Mobile Lindungihakmu, di Ruang Rapat Lantai 1, Senin (4/04). https://t.co/tOawwY3iC4",0.0,"['ri', '', '', '', '', 'ketua', 'kpu', 'ri', 'ilham', 'saputra', 'anggota', 'kpu', 'ri', 'viryan', 'daring', 'evi', 'novida', 'ginting', 'manik', 'hadir', 'sosialisasi', 'papar', 'aplikasi', 'mobile', 'lindungihakmu', 'ruang', 'rapat', 'lantai', 'senin']",ri ketua kpu ri ilham saputra anggota kpu ri viryan daring evi novida ginting manik hadir sosialisasi papar aplikasi mobile lindungihakmu ruang rapat lantai senin
gue hari ini ulangan harian ðŸ«¤ UNTUNG DARINGðŸ‘ðŸ‘ðŸ‘,1.0,"['gue', 'ulang', 'hari', '', '', '', 'untung', 'daring', '', '', '', '', '']",gue ulang hari untung daring
"@agisthaniaa betul betul betul, mulai hari ini daring, tapi ga tau sih kejelasannya beneran hari ini ga https://t.co/gNdqEyIotS",0.0,"['daring', 'ga', 'tau', 'sih', 'jelas', 'beneran', 'ga']",daring ga tau sih jelas beneran ga
LAH hari ini aing daring dong???????,0.0,"['aing', 'daring']",aing daring
@vclynhr ga libur si tp daring,0.0,"['ga', 'libur', 'si', 'tp', 'daring']",ga libur si tp daring
@jichenrawrr ptm atau daring? semangatt yya ðŸ«¶ðŸ»,1.0,"['ptm', 'daring', 'semangatt', 'yya', '', '', '', '']",ptm daring semangatt yya
2 jam lagi daring,0.0,"['jam', 'daring']",jam daring
"@convomf nggaa, ada daring soalnya nanti ketiduran ðŸ˜„",1.0,"['nggaa', 'daring', 'tidur', '']",nggaa daring tidur
kelamaan daring kayanya ntar aku kalau praktek buka dlu google,-1.0,"['daring', 'kaya', 'ntar', 'praktek', 'buka', 'dlu', 'google']",daring kaya ntar praktek buka dlu google
@_dooykim ptm atau daring keyy? semangatt yya ðŸ«¶ðŸ»,1.0,"['dooykim', 'ptm', 'daring', 'keyy', 'semangatt', 'yya', '', '', '', '']",dooykim ptm daring keyy semangatt yya
@aksarasenduu hari ini daring atau ptm ta??,0.0,"['daring', 'ptm', 'ta']",daring ptm ta
Maless bgt daring,-1.0,"['maless', 'bgt', 'daring']",maless bgt daring
Hri enih daring,0.0,"['hri', 'enih', 'daring']",hri enih daring
"Struggle hari Selasa: dua matkul jeda 30 menit, matkul pagi luring matkul siang daring atau sebaliknya, males bawa laptop ke kampus (kl pagi luring), waktunya gak cukup buat ke kampus (kl siang luring), minggu lalu giliran dua2nya luring, aku yg kudu balik krn harus jemput adekðŸ‘",0.0,"['struggle', 'selasa', 'matkul', 'jeda', 'menit', 'matkul', 'pagi', 'luring', 'matkul', 'siang', 'daring', 'males', 'bawa', 'laptop', 'kampus', 'kl', 'pagi', 'luring', 'gak', 'kampus', 'kl', 'siang', 'luring', 'minggu', 'gilir', 'dua', 'luring', 'yg', 'kudu', 'krn', 'jemput', 'adek', '']",struggle selasa matkul jeda menit matkul pagi luring matkul siang daring males bawa laptop kampus kl pagi luring gak kampus kl siang luring minggu gilir dua luring yg kudu krn jemput adek
"@27117_pcy sekolah tapi daring, kalo besok mulai luringðŸ¤“ðŸ¤“",1.0,"['pcy', 'sekolah', 'daring', 'kalo', 'besok', 'luring', '', '', '']",pcy sekolah daring kalo besok luring
"Akar permasalahannya adalah pergaulan dan didikan orang tua sangat kurang. 
Ditambah sekolah cuma daring. 
Belum lagi terpengaruh obat""an dan segala macam nya. 
Ditambah lagi tidak ada skat media. Wis rampong kabeh urusane.",0.0,"['akar', 'masalah', 'gaul', 'dik', 'orang', 'tua', 'tambah', 'sekolah', 'daring', 'pengaruh', 'obat', 'nya', 'tambah', 'skat', 'media', 'wis', 'rampong', 'kabeh', 'urusane']",akar masalah gaul dik orang tua tambah sekolah daring pengaruh obat nya tambah skat media wis rampong kabeh urusane
@jiflorist setengan ptm setengah daring,0.0,"['teng', 'ptm', 'daring']",teng ptm daring
"mending full daring atau full luring aja dah ketimbang hybrid gini, soalnya hybrid kesannya terlalu dipaksakan pdhl sebenernya ga efektif.",1.0,"['mending', 'full', 'daring', 'full', 'luring', 'aja', 'dah', 'ketimbang', 'hybrid', 'gin', 'hybrid', 'kesan', 'paksa', 'pdhl', 'sebenernya', 'ga', 'efektif']",mending full daring full luring aja dah ketimbang hybrid gin hybrid kesan paksa pdhl sebenernya ga efektif
hari ini daring hdh,-1.0,"['daring', 'hdh']",daring hdh
"kuliah hybrid tuh ga efektif. Butuh waktu lama utk nyiapin alat2nya jadi jam kuliah terpotong 10-15 mnt, suara dosen tdk terdengar jelas krn bergema, diskusi dan tanya jwb tdk berjalan baik krn suara mahasiswa baik yg luring maupun daring tdk terdengar jadi harus via chat.",-1.0,"['kuliah', 'hybrid', 'tuh', 'ga', 'efektif', 'butuh', 'utk', 'nyiapin', 'alat', 'jam', 'kuliah', 'potong', 'mnt', 'suara', 'dosen', 'tdk', 'dengar', 'krn', 'gema', 'diskusi', 'jwb', 'tdk', 'jalan', 'krn', 'suara', 'mahasiswa', 'yg', 'luring', 'daring', 'tdk', 'dengar', 'via', 'chat']",kuliah hybrid tuh ga efektif butuh utk nyiapin alat jam kuliah potong mnt suara dosen tdk dengar krn gema diskusi jwb tdk jalan krn suara mahasiswa yg luring daring tdk dengar via chat
Gue ada kelas hari ini dari pagi sampe sore alhamdulillah masih daring sihh,1.0,"['gue', 'kelas', 'pagi', 'sampe', 'sore', 'alhamdulillah', 'daring', 'sihh']",gue kelas pagi sampe sore alhamdulillah daring sihh
kamu ptm/daring/libur?,0.0,['ptmdaringlibur'],ptmdaringlibur
@irrenelofs daring atau ptm nii? semangaatt yya ðŸ«¶ðŸ»,1.0,"['daring', 'ptm', 'nii', 'semangaatt', 'yya', '', '', '', '']",daring ptm nii semangaatt yya
@henderypages ptm atau daring roraa? semangaatt ðŸ«¶ðŸ»,1.0,"['ptm', 'daring', 'roraa', 'semangaatt', '', '', '', '']",ptm daring roraa semangaatt
@pratama_savira Hari ini masuk terus besok libur lagi alias daring,0.0,"['savira', 'masuk', 'besok', 'libur', 'alias', 'daring']",savira masuk besok libur alias daring
@jjeawiin ptm atau daring nii? semangaatt yya ðŸ«¶ðŸ»,1.0,"['ptm', 'daring', 'nii', 'semangaatt', 'yya', '', '', '', '']",ptm daring nii semangaatt yya
ya Allah untungnya daring,1.0,"['ya', 'allah', 'untung', 'daring']",ya allah untung daring
"Sender ini kayaknya gak pernah nonton Fox News sama Newsmax deh

Makanya, jangan cuman nonton Al-Jazeera, CNN, sama media daring Indonesia aja

Saya aja sampai pusing tujuh keliling nonton Fox News, MSNBC, sama Newsmax edisi malam Natal tahun 2021. https://t.co/wPDi46ezZg",0.0,"['sender', 'kayak', 'gak', 'nonton', 'fox', 'news', 'newsmax', 'deh', 'cuman', 'nonton', 'aljazeera', 'cnn', 'media', 'daring', 'indonesia', 'aja', 'aja', 'pusing', 'tujuh', 'keliling', 'nonton', 'fox', 'news', 'msnbc', 'newsmax', 'edisi', 'malam', 'natal']",sender kayak gak nonton fox news newsmax deh cuman nonton aljazeera cnn media daring indonesia aja aja pusing tujuh keliling nonton fox news msnbc newsmax edisi malam natal
@J4EM4RK daring atau ptm nii? semangaatt ya ðŸ«¶ðŸ»,1.0,"['daring', 'ptm', 'nii', 'semangaatt', 'ya', '', '', '', '']",daring ptm nii semangaatt ya
@smoochiescute iyap daring,0.0,"['iyap', 'daring']",iyap daring
"@gopalucu jan lupa minum air putih, do'a nya jangan lupa and mangats buat puasa+daring/kerjanya ayangie",0.0,"['jan', 'lupa', 'minum', 'air', 'putih', 'doa', 'nya', 'lupa', 'and', 'mangats', 'puasadaringkerjanya', 'ayangie']",jan lupa minum air putih doa nya lupa and mangats puasadaringkerjanya ayangie
"@prkjimingrlfrnd jan lupa minum air putih, do'a nya jangan lupa and mangats buat puasa+daring/kerjanya ayangie

omoo jamettt akohhh miss u somay ga pake tahuðŸ’‹",0.0,"['jan', 'lupa', 'minum', 'air', 'putih', 'doa', 'nya', 'lupa', 'and', 'mangats', 'puasadaringkerjanya', 'ayangie', 'omoo', 'jamettt', 'akohhh', 'miss', 'u', 'somay', 'ga', 'pake', 'tahu', '', '']",jan lupa minum air putih doa nya lupa and mangats puasadaringkerjanya ayangie omoo jamettt akohhh miss u somay ga pake tahu
April ini masih daring atau udah PTM ay?,0.0,"['april', 'daring', 'udah', 'ptm', 'ay']",april daring udah ptm ay
"@teuhaaiii BNERR, MENDING DARING AJA DEH KALO LAGI PUASA MAH",1.0,"['bnerr', 'mending', 'daring', 'aja', 'deh', 'kalo', 'puasa', 'mah']",bnerr mending daring aja deh kalo puasa mah
"@magicshopaddict jan lupa minum air putih, do'a nya jangan lupa and mangats puasa/daring/kerjanya ayangie",0.0,"['jan', 'lupa', 'minum', 'air', 'putih', 'doa', 'nya', 'lupa', 'and', 'mangats', 'puasadaringkerjanya', 'ayangie']",jan lupa minum air putih doa nya lupa and mangats puasadaringkerjanya ayangie
@fluttershylx daring apaa gimanaa nathh??,0.0,"['daring', 'apaa', 'gimanaa', 'nathh']",daring apaa gimanaa nathh
@CLSSRY Aku harusnya tp mama gak ngasih jadi daring sj,0.0,"['tp', 'mama', 'gak', 'ngasih', 'daring', 'sj']",tp mama gak ngasih daring sj
"@Xhawtyy_ met maam bara, jan lupa minum air putih, do'a nya jangan lupa and mangats puasa/daring/kerjanya ayangie",0.0,"['met', 'maam', 'bara', 'jan', 'lupa', 'minum', 'air', 'putih', 'doa', 'nya', 'lupa', 'and', 'mangats', 'puasadaringkerjanya', 'ayangie']",met maam bara jan lupa minum air putih doa nya lupa and mangats puasadaringkerjanya ayangie
"@J_ismyboo jan lupa minum air putih, do'a nya jangan lupa and mangats puasa/daring/kerjanya ayangie",0.0,"['ismyboo', 'jan', 'lupa', 'minum', 'air', 'putih', 'doa', 'nya', 'lupa', 'and', 'mangats', 'puasadaringkerjanya', 'ayangie']",ismyboo jan lupa minum air putih doa nya lupa and mangats puasadaringkerjanya ayangie
"harusnya hari ini daring, tp karna ada urusan jd hrus kesekolahðŸ˜“ðŸ˜¤",1.0,"['daring', 'tp', 'karna', 'urus', 'jd', 'hrus', 'seko', '', '']",daring tp karna urus jd hrus seko
Senin (4/4) Dua CPNS di PPN Tual menghadiri secara daring pengarahan dan penyerahan SK CPNS KKP secara simbolis. https://t.co/scJimGmtb9,0.0,"['senin', 'cpns', 'ppn', 'tual', 'hadir', 'daring', 'arah', 'serah', 'sk', 'cpns', 'kkp', 'simbolis']",senin cpns ppn tual hadir daring arah serah sk cpns kkp simbolis
@convomf Pengen nya tidur sih tapi daring ckck,-1.0,"['ken', 'nya', 'tidur', 'sih', 'daring', 'ckck']",ken nya tidur sih daring ckck
"#SabahatBahari, Senin (4/4) Kepala PPN Tual menghadiri secara daring Apel Pagi lingkup Ditjen Perikanan Tangkap di Kantor PPN Tual. https://t.co/OGBpClsIF9",0.0,"['senin', 'kepala', 'ppn', 'tual', 'hadir', 'daring', 'apel', 'pagi', 'lingkup', 'ditjen', 'ikan', 'tangkap', 'kantor', 'ppn', 'tual']",senin kepala ppn tual hadir daring apel pagi lingkup ditjen ikan tangkap kantor ppn tual
@siwcid dni yg daring/libur âŒâŒâŒâŒ,0.0,"['dni', 'yg', 'daringlibur', '']",dni yg daringlibur
"@chenjiinana ohh, semangat yaa kadang daring lebih banyak tugas",1.0,"['ohh', 'semangat', 'yaa', 'kadang', 'daring', 'tugas']",ohh semangat yaa kadang daring tugas
"@520njm Menantang banget :D iyaa betul, sampai sekarang aku masih daring",1.0,"['tantang', 'banget', 'd', 'iyaa', 'daring']",tantang banget d iyaa daring
"RT @malut_kumham: Sambut Ramadhan, Kanwil Kemenkumham Malut Ikuti Arahan Sekjen Terkait Kesiapan Pegawai Secara Daring https://t.co/6htP3KSâ€¦",0.0,"['kumham', 'sambut', 'ramadhan', 'kanwil', 'kemenkumham', 'malut', 'ikut', 'arah', 'sekjen', 'kait', 'kesiap', 'pegawai', 'daring']",kumham sambut ramadhan kanwil kemenkumham malut ikut arah sekjen kait kesiap pegawai daring
"RT @iwanHRY: Bubur pas buat belajar online/daring, Bubur ZoomZoom
@StandUpIndo_MLG #playsetan",0.0,"['bubur', 'pas', 'ajar', 'onlinedaring', 'bubur', 'zoomzoom', 'mlg']",bubur pas ajar onlinedaring bubur zoomzoom mlg
"@marivchat Met shurr, untung gwe daring ðŸ¥±ðŸ¥±",1.0,"['met', 'shurr', 'untung', 'gwe', 'daring', '']",met shurr untung gwe daring
RT @Kemhan_RI: Wamenhan RI M Herindra mewakili Menhan Prabowo Subianto menghadiri Rapat Koordinasi (Rakor) Tindak Lanjut Aksi Afirmasi Peniâ€¦,0.0,"['ri', 'wamenhan', 'ri', 'm', 'herindra', 'wakil', 'menhan', 'prabowo', 'subianto', 'hadir', 'rapat', 'koordinasi', 'rakor', 'tindak', 'aksi', 'afirmasi', 'peni']",ri wamenhan ri m herindra wakil menhan prabowo subianto hadir rapat koordinasi rakor tindak aksi afirmasi peni
Asdos ku jan ruewel jam 1 3 daring eh jam 2 luring,0.0,"['asdos', 'ku', 'jan', 'ruewel', 'jam', 'daring', 'eh', 'jam', 'luring']",asdos ku jan ruewel jam daring eh jam luring
@renayku @BoluNusaRasa @mama_daring bolu rasa memang enak banget rasanys,0.0,"['daring', 'bolu', 'enak', 'banget', 'rasanys']",daring bolu enak banget rasanys
"Mana di tahun terakhir skripsi daring, susah bimbingan sama dosen, ngerantau sendiri, sosialisasi sama temen rl gaada samsek karena pada pulkam dan sibuk sama skripsi masing2 dikampungnya, disakitin sama orang asu",-1.0,"['skripsi', 'daring', 'susah', 'bimbing', 'dosen', 'ngerantau', 'sosialisasi', 'temen', 'rl', 'gaada', 'samsek', 'pulkam', 'sibuk', 'skripsi', 'kampung', 'disakitin', 'orang', 'asu']",skripsi daring susah bimbing dosen ngerantau sosialisasi temen rl gaada samsek pulkam sibuk skripsi kampung disakitin orang asu
"RT @foreman_mwitu: Lakini mtu wa kwanza kula kitungu alikuwa daring,  yani kitu ukikata tu unalia  na bado akaikulaðŸ¤­ðŸ˜‚ðŸ˜‚",0.0,"['mwitu', 'lakini', 'mtu', 'wa', 'kwanza', 'kula', 'kitungu', 'alikuwa', 'daring', 'yani', 'kitu', 'ukikata', 'tu', 'unalia', 'na', 'bado', 'akaikula']",mwitu lakini mtu wa kwanza kula kitungu alikuwa daring yani kitu ukikata tu unalia na bado akaikula
"RT @renayku: Bolu terfavorit.. rasanya beda dari bolu lainnya #RasanyaSpesial #MamaDaring @BoluNusaRasa @mama_daring 
Cus kepoin deh kyk giâ€¦",0.0,"['bolu', 'favorit', 'beda', 'bolu', 'daring', 'cus', 'poin', 'deh', 'kyk', 'gi']",bolu favorit beda bolu daring cus poin deh kyk gi
@renayku @BoluNusaRasa @mama_daring Waah mantaap bgt nih .pasti enak,0.0,"['daring', 'waah', 'mantaap', 'bgt', 'nih', 'enak']",daring waah mantaap bgt nih enak
RT @pforqwerty: @tanyakanrl bedanya kuliah online sama kamu apa? Kalo kuliah online bisa disebut daring kalo kamu my darlingg ckckckckck,0.0,"['beda', 'kuliah', 'online', 'kalo', 'kuliah', 'online', 'daring', 'kalo', 'my', 'darlingg', 'ckckckckck']",beda kuliah online kalo kuliah online daring kalo my darlingg ckckckckck
blh gk si gw daring aj,1.0,"['blh', 'gk', 'si', 'gw', 'daring', 'aj']",blh gk si gw daring aj
"@213O68 BAAIKKKKK, km sekolahnya gmn ela masij daring apa udah ptm 100%???",0.0,"['baaikkkkk', 'km', 'sekolah', 'gmn', 'ela', 'masij', 'daring', 'udah', 'ptm']",baaikkkkk km sekolah gmn ela masij daring udah ptm
"RT @jexversea: Online = Daring (dalam jaringan)
Offline = Luring (luar jaringan)
Game = Gim
Gadget = Gawai
Edit = Sunting 
Subtitle/Captionâ€¦",0.0,"['online', 'daring', 'jaring', 'offline', 'luring', 'jaring', 'game', 'gim', 'gadget', 'gawai', 'edit', 'sunting', 'subtitlecaption']",online daring jaring offline luring jaring game gim gadget gawai edit sunting subtitlecaption
"@Helmi_Felis ada satu lagi bang yaitu :

anak sekolah tetap sekolah saat bulan ramadhan....
pas gak ramadhan anak sekolah belajar daring...",0.0,"['felis', 'bang', 'anak', 'sekolah', 'sekolah', 'ramadhan', 'pas', 'gak', 'ramadhan', 'anak', 'sekolah', 'ajar', 'daring']",felis bang anak sekolah sekolah ramadhan pas gak ramadhan anak sekolah ajar daring
RT @LemhannasRI: â€œSpirit Transformasi dan Kolaborasi dalam Menjaga Integrasi Nasionalâ€. Acara tersebut diadakan secara daring oleh Fraksi Pâ€¦,0.0,"['spirit', 'transformasi', 'kolaborasi', 'jaga', 'integrasi', 'nasional', 'acara', 'ada', 'daring', 'fraksi', 'p']",spirit transformasi kolaborasi jaga integrasi nasional acara ada daring fraksi p
@InvincibleDhruv Cchhhiii,0.0,['cchhhiii'],cchhhiii
"aku close dulu ya, kemungkinan besok open maleman, karena ada daring sama lesðŸ™†ðŸ»",0.0,"['close', 'ya', 'besok', 'open', 'maleman', 'daring', 'les', '']",close ya besok open maleman daring les
"Tiap daring materi gd yg masuk ke otak, tau tau besok udh uts. Stresss ðŸ˜­",-1.0,"['daring', 'materi', 'gd', 'yg', 'masuk', 'otak', 'tau', 'tau', 'besok', 'udh', 'uts', 'stresss', '']",daring materi gd yg masuk otak tau tau besok udh uts stresss
